0,PermitNo,DayOfWeek,Date,StartTime,EndTime,TotalHours,Event,Field,Park,FieldInPark,Group,YorA,IntOrExt
5408,14847,Sunday,17-Oct-21,8,20,12,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown Babe Ruth #14847,Youth Athletics,External Reservation
5409,15013,Sunday,17-Oct-21,9,15,6,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",softball,Youth Athletics,External Reservation
5410,14847,Sunday,17-Oct-21,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Babe Ruth #14847,Youth Athletics,External Reservation
5411,15969,Sunday,17-Oct-21,9,13,4,RYN - Street Hockey (L),Street Hockey Court,Ryan Playground,"Street Hockey Court, Ryan Playground",Boston Roller Derby #15969,Adult Athletics,External Reservation
5412,15852,Monday,18-Oct-21,15,18,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Boston Scores Soccer #15852,Youth Athletics,External Reservation
5413,15182,Monday,18-Oct-21,18,21,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown Fall Sports #15182,Youth Athletics,External Reservation
5414,14332,Monday,18-Oct-21,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",fall collaborative,Youth Athletics,External Reservation
5415,15183,Monday,18-Oct-21,20,22,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Fall Sports #15183,Youth Athletics,External Reservation
5416,14332,Monday,18-Oct-21,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",fall collaborative,Youth Athletics,External Reservation
5417,15183,Monday,18-Oct-21,20,22,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Fall Sports #15183,Youth Athletics,External Reservation
5418,16782,Monday,18-Oct-21,17,22,5,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown Babe Ruth #16782,Youth Athletics,External Reservation
5419,16782,Monday,18-Oct-21,17,22,5,RYN - Multipurpose Field - (CHS) (L),Multipurpose Field,Ryan Playground,"Multipurpose Field, Ryan Playground",Charlestown Babe Ruth #16782,Youth Athletics,External Reservation
5420,16493,Monday,18-Oct-21,18,20,2,RYN - Street Hockey (L),Street Hockey Court,Ryan Playground,"Street Hockey Court, Ryan Playground",Skate Lessons #16493,Adult Athletics,External Reservation
5421,15852,Tuesday,19-Oct-21,15,18,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Boston Scores Soccer #15852,Youth Athletics,External Reservation
5422,15182,Tuesday,19-Oct-21,18,20,2,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown Fall Sports #15182,Youth Athletics,External Reservation
5423,14474,Tuesday,19-Oct-21,20,23,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Hub Sports Boston #14474,Adult Athletics,External Reservation
5424,14332,Tuesday,19-Oct-21,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",fall collaborative,Youth Athletics,External Reservation
5425,15183,Tuesday,19-Oct-21,20,22,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Fall Sports #15183,Youth Athletics,External Reservation
5426,14332,Tuesday,19-Oct-21,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",fall collaborative,Youth Athletics,External Reservation
5427,16134,Tuesday,19-Oct-21,20,23,3,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",HUB Sports Boston #16134,Adult Athletics,External Reservation
5428,16782,Tuesday,19-Oct-21,17,22,5,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown Babe Ruth #16782,Youth Athletics,External Reservation
5429,16782,Tuesday,19-Oct-21,17,22,5,RYN - Multipurpose Field - (CHS) (L),Multipurpose Field,Ryan Playground,"Multipurpose Field, Ryan Playground",Charlestown Babe Ruth #16782,Youth Athletics,External Reservation
5430,13757,Wednesday,20-Oct-21,9,11,2,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Super Soccer Stars #13757,Youth Athletics,External Reservation
5431,15852,Wednesday,20-Oct-21,15,18,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Boston Scores Soccer #15852,Youth Athletics,External Reservation
5432,14152,Wednesday,20-Oct-21,19,23,4,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",softball #14152,Adult Athletics,External Reservation
5433,14332,Wednesday,20-Oct-21,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",fall collaborative,Youth Athletics,External Reservation
5434,15183,Wednesday,20-Oct-21,20,22,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Fall Sports #15183,Youth Athletics,External Reservation
5435,14332,Wednesday,20-Oct-21,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",fall collaborative,Youth Athletics,External Reservation
5436,15183,Wednesday,20-Oct-21,20,22,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Fall Sports #15183,Youth Athletics,External Reservation
5437,16517,Wednesday,20-Oct-21,20,23,3,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",HUB Sports Boston #16517,Adult Athletics,External Reservation
5438,15852,Thursday,21-Oct-21,15,18,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Boston Scores Soccer #15852,Youth Athletics,External Reservation
5439,15182,Thursday,21-Oct-21,18,20,2,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown Fall Sports #15182,Youth Athletics,External Reservation
5440,15093,Thursday,21-Oct-21,20,23,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Hub Sports Boston #15093,Adult Athletics,External Reservation
5441,14332,Thursday,21-Oct-21,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",fall collaborative,Youth Athletics,External Reservation
5442,15183,Thursday,21-Oct-21,20,22,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Fall Sports #15183,Youth Athletics,External Reservation
5443,14332,Thursday,21-Oct-21,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",fall collaborative,Youth Athletics,External Reservation
5444,16134,Thursday,21-Oct-21,20,23,3,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",HUB Sports Boston #16134,Adult Athletics,External Reservation
5445,16782,Thursday,21-Oct-21,17,22,5,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown Babe Ruth #16782,Youth Athletics,External Reservation
5446,16782,Thursday,21-Oct-21,17,22,5,RYN - Multipurpose Field - (CHS) (L),Multipurpose Field,Ryan Playground,"Multipurpose Field, Ryan Playground",Charlestown Babe Ruth #16782,Youth Athletics,External Reservation
5447,15852,Friday,22-Oct-21,15,18,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Boston Scores Soccer #15852,Youth Athletics,External Reservation
5448,15182,Friday,22-Oct-21,18,21,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown Fall Sports #15182,Youth Athletics,External Reservation
5449,14332,Friday,22-Oct-21,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",fall collaborative,Youth Athletics,External Reservation
5450,15183,Friday,22-Oct-21,20,22,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Fall Sports #15183,Youth Athletics,External Reservation
5451,14332,Friday,22-Oct-21,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",fall collaborative,Youth Athletics,External Reservation
5452,15183,Friday,22-Oct-21,20,22,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Fall Sports #15183,Youth Athletics,External Reservation
5453,16782,Friday,22-Oct-21,17,22,5,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown Babe Ruth #16782,Youth Athletics,External Reservation
5454,16782,Friday,22-Oct-21,17,22,5,RYN - Multipurpose Field - (CHS) (L),Multipurpose Field,Ryan Playground,"Multipurpose Field, Ryan Playground",Charlestown Babe Ruth #16782,Youth Athletics,External Reservation
5455,13561,Saturday,23-Oct-21,8,16,8,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown Youth SPORTS - ,Youth Athletics,External Reservation
5456,13462,Saturday,23-Oct-21,8,19,11,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Youth SPORTS - ,Youth Athletics,External Reservation
5457,13462,Saturday,23-Oct-21,8,19,11,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Youth SPORTS - ,Youth Athletics,External Reservation
5458,14847,Saturday,23-Oct-21,8,20,12,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown Babe Ruth #14847,Youth Athletics,External Reservation
5459,16323,Sunday,24-Oct-21,9,17,8,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Hub Sports Boston #16323,Adult Athletics,External Reservation
5460,13561,Sunday,24-Oct-21,17,21,4,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown Youth SPORTS - ,Youth Athletics,External Reservation
5461,13462,Sunday,24-Oct-21,8,19,11,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Youth SPORTS - ,Youth Athletics,External Reservation
5462,13462,Sunday,24-Oct-21,8,19,11,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Youth SPORTS - ,Youth Athletics,External Reservation
5463,14847,Sunday,24-Oct-21,8,20,12,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown Babe Ruth #14847,Youth Athletics,External Reservation
5464,15013,Sunday,24-Oct-21,9,15,6,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",softball,Youth Athletics,External Reservation
5465,14847,Sunday,24-Oct-21,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Babe Ruth #14847,Youth Athletics,External Reservation
5466,15969,Sunday,24-Oct-21,9,13,4,RYN - Street Hockey (L),Street Hockey Court,Ryan Playground,"Street Hockey Court, Ryan Playground",Boston Roller Derby #15969,Adult Athletics,External Reservation
5467,15852,Monday,25-Oct-21,15,18,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Boston Scores Soccer #15852,Youth Athletics,External Reservation
5468,15182,Monday,25-Oct-21,18,21,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown Fall Sports #15182,Youth Athletics,External Reservation
5469,14332,Monday,25-Oct-21,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",fall collaborative,Youth Athletics,External Reservation
5470,15183,Monday,25-Oct-21,20,22,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Fall Sports #15183,Youth Athletics,External Reservation
5471,14332,Monday,25-Oct-21,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",fall collaborative,Youth Athletics,External Reservation
5472,15183,Monday,25-Oct-21,20,22,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Fall Sports #15183,Youth Athletics,External Reservation
5473,16782,Monday,25-Oct-21,17,22,5,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown Babe Ruth #16782,Youth Athletics,External Reservation
5474,16782,Monday,25-Oct-21,17,22,5,RYN - Multipurpose Field - (CHS) (L),Multipurpose Field,Ryan Playground,"Multipurpose Field, Ryan Playground",Charlestown Babe Ruth #16782,Youth Athletics,External Reservation
5475,16493,Monday,25-Oct-21,18,20,2,RYN - Street Hockey (L),Street Hockey Court,Ryan Playground,"Street Hockey Court, Ryan Playground",Skate Lessons #16493,Adult Athletics,External Reservation
5476,15852,Tuesday,26-Oct-21,15,18,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Boston Scores Soccer #15852,Youth Athletics,External Reservation
5477,15182,Tuesday,26-Oct-21,18,20,2,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown Fall Sports #15182,Youth Athletics,External Reservation
5478,14332,Tuesday,26-Oct-21,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",fall collaborative,Youth Athletics,External Reservation
5479,15183,Tuesday,26-Oct-21,20,22,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Fall Sports #15183,Youth Athletics,External Reservation
5480,14332,Tuesday,26-Oct-21,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",fall collaborative,Youth Athletics,External Reservation
5481,16134,Tuesday,26-Oct-21,20,23,3,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",HUB Sports Boston #16134,Adult Athletics,External Reservation
5482,13757,Wednesday,27-Oct-21,9,11,2,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Super Soccer Stars #13757,Youth Athletics,External Reservation
5483,15852,Wednesday,27-Oct-21,15,18,3,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Boston Scores Soccer #15852,Youth Athletics,External Reservation
5484,14332,Wednesday,27-Oct-21,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",fall collaborative,Youth Athletics,External Reservation
